"Year Month","State","Countym","Industry","Suspicious Activity","Product","Instrument","Count"
"2016 May","California","Santa Clara County, CA","Depository Institution","Identity Theft","Credit Card","U.S. Currency","1"
"2016 May","California","Santa Clara County, CA","Depository Institution","Other Money Laundering","Credit Card","U.S. Currency","2"
"2016 May","California","Santa Clara County, CA","Depository Institution","Other Other Suspicious Activities","Credit Card","U.S. Currency","4"
"2016 May","California","Santa Clara County, CA","Depository Institution","Suspicion Concerning the Source of Funds","Credit Card","U.S. Currency","10"
"2016 May","California","Santa Clara County, CA","Depository Institution","Suspicious EFT/Wire Transfers","Credit Card","U.S. Currency","2"
"2016 May","California","Santa Clara County, CA","Depository Institution","Suspicious Use of Multiple Accounts","Credit Card","U.S. Currency","4"
"2016 May","California","Santa Clara County, CA","Depository Institution","Suspicious use of multiple transaction locations","Credit Card","U.S. Currency","7"
"2016 May","California","Santa Clara County, CA","Depository Institution","Suspicious Use of Noncash Monetary Instruments","Credit Card","U.S. Currency","3"
"2016 May","California","Santa Clara County, CA","Depository Institution","Trade Based Money Laundering/Black Market Peso Exchange","Credit Card","U.S. Currency","1"
"2016 May","California","Santa Clara County, CA","Depository Institution","Transaction Out of Pattern for Customer(s)","Credit Card","U.S. Currency","7"
"2016 May","California","Santa Clara County, CA","Depository Institution","Transaction with No Apparent Economic, Business, or Lawful Purpose","Credit Card","U.S. Currency","5"
"2016 May","California","Santa Clara County, CA","Depository Institution","Transaction(s) Below BSA Recordkeeping Threshold","Credit Card","U.S. Currency","1"
"2016 May","California","Santa Clara County, CA","Depository Institution","Transaction(s) Below CTR Threshold","Credit Card","U.S. Currency","5"
"2016 May","California","Santa Clara County, CA","Depository Institution","Two or More Individuals Working Together","Credit Card","U.S. Currency","3"
"2016 May","California","Santa Clara County, CA","Depository Institution","[Total]","Credit Card","U.S. Currency","59"
"2016 May","California","Santa Clara County, CA","Money Services Business (MSB)","Changes Spelling or Arrangement of Name","Credit Card","U.S. Currency","6"
"2016 May","California","Santa Clara County, CA","Money Services Business (MSB)","Known or Suspected Terrorist/Terrorist Organization","Credit Card","U.S. Currency","1"
"2016 May","California","Santa Clara County, CA","Money Services Business (MSB)","Other Fraud (Type)","Credit Card","U.S. Currency","1"
"2016 May","California","Santa Clara County, CA","Money Services Business (MSB)","Other Other Suspicious Activities","Credit Card","U.S. Currency","1"
"2016 May","California","Santa Clara County, CA","Money Services Business (MSB)","Provided Questionable or False Documentation","Credit Card","U.S. Currency","6"
"2016 May","California","Santa Clara County, CA","Money Services Business (MSB)","Suspicious use of multiple transaction locations","Credit Card","U.S. Currency","13"
"2016 May","California","Santa Clara County, CA","Money Services Business (MSB)","Suspicious Use of Noncash Monetary Instruments","Credit Card","U.S. Currency","1"
"2016 May","California","Santa Clara County, CA","Money Services Business (MSB)","Transaction with No Apparent Economic, Business, or Lawful Purpose","Credit Card","U.S. Currency","3"
"2016 May","California","Santa Clara County, CA","Money Services Business (MSB)","Transaction(s) Below BSA Recordkeeping Threshold","Credit Card","U.S. Currency","15"
"2016 May","California","Santa Clara County, CA","Money Services Business (MSB)","Transaction(s) Below CTR Threshold","Credit Card","U.S. Currency","1"
"2016 May","California","Santa Clara County, CA","Money Services Business (MSB)","Two or More Individuals Working Together","Credit Card","U.S. Currency","35"
"2016 May","California","Santa Clara County, CA","Money Services Business (MSB)","[Total]","Credit Card","U.S. Currency","83"
"2016 May","California","Santa Clara County, CA","[Total]","[Total]","Credit Card","U.S. Currency","142"
"2016 May","California","Santa Cruz County, CA","Depository Institution","Suspicion Concerning the Source of Funds","Credit Card","U.S. Currency","3"
"2016 May","California","Santa Cruz County, CA","Depository Institution","Transaction Out of Pattern for Customer(s)","Credit Card","U.S. Currency","1"
"2016 May","California","Santa Cruz County, CA","Depository Institution","Transaction with No Apparent Economic, Business, or Lawful Purpose","Credit Card","U.S. Currency","1"
"2016 May","California","Santa Cruz County, CA","Depository Institution","Transaction(s) Below CTR Threshold","Credit Card","U.S. Currency","3"
"2016 May","California","Santa Cruz County, CA","Depository Institution","[Total]","Credit Card","U.S. Currency","8"
"2016 May","California","Santa Cruz County, CA","Money Services Business (MSB)","Changes Spelling or Arrangement of Name","Credit Card","U.S. Currency","1"
"2016 May","California","Santa Cruz County, CA","Money Services Business (MSB)","Provided Questionable or False Documentation","Credit Card","U.S. Currency","1"
"2016 May","California","Santa Cruz County, CA","Money Services Business (MSB)","Suspicious use of multiple transaction locations","Credit Card","U.S. Currency","1"
"2016 May","California","Santa Cruz County, CA","Money Services Business (MSB)","Transaction(s) Below BSA Recordkeeping Threshold","Credit Card","U.S. Currency","3"
"2016 May","California","Santa Cruz County, CA","Money Services Business (MSB)","Two or More Individuals Working Together","Credit Card","U.S. Currency","8"
"2016 May","California","Santa Cruz County, CA","Money Services Business (MSB)","[Total]","Credit Card","U.S. Currency","14"
"2016 May","California","Santa Cruz County, CA","[Total]","[Total]","Credit Card","U.S. Currency","22"
"2016 May","California","Shasta County, CA","Money Services Business (MSB)","Changes Spelling or Arrangement of Name","Credit Card","U.S. Currency","2"
"2016 May","California","Shasta County, CA","Money Services Business (MSB)","Provided Questionable or False Documentation","Credit Card","U.S. Currency","3"
"2016 May","California","Shasta County, CA","Money Services Business (MSB)","Suspicious use of multiple transaction locations","Credit Card","U.S. Currency","3"
"2016 May","California","Shasta County, CA","Money Services Business (MSB)","Transaction Out of Pattern for Customer(s)","Credit Card","U.S. Currency","1"
"2016 May","California","Shasta County, CA","Money Services Business (MSB)","Transaction with No Apparent Economic, Business, or Lawful Purpose","Credit Card","U.S. Currency","1"
"2016 May","California","Shasta County, CA","Money Services Business (MSB)","Two or More Individuals Working Together","Credit Card","U.S. Currency","3"
"2016 May","California","Shasta County, CA","Money Services Business (MSB)","[Total]","Credit Card","U.S. Currency","13"
"2016 May","California","Shasta County, CA","[Total]","[Total]","Credit Card","U.S. Currency","13"
"2016 May","California","Solano County, CA","Depository Institution","Check","Credit Card","U.S. Currency","1"
"2016 May","California","Solano County, CA","Depository Institution","Forgeries","Credit Card","U.S. Currency","1"
"2016 May","California","Solano County, CA","Depository Institution","Other Other Suspicious Activities","Credit Card","U.S. Currency","1"
"2016 May","California","Solano County, CA","Depository Institution","Suspicion Concerning the Source of Funds","Credit Card","U.S. Currency","1"
"2016 May","California","Solano County, CA","Depository Institution","Suspicious EFT/Wire Transfers","Credit Card","U.S. Currency","1"
"2016 May","California","Solano County, CA","Depository Institution","Suspicious Use of Multiple Accounts","Credit Card","U.S. Currency","1"
"2016 May","California","Solano County, CA","Depository Institution","Suspicious use of multiple transaction locations","Credit Card","U.S. Currency","2"
"2016 May","California","Solano County, CA","Depository Institution","Suspicious Use of Noncash Monetary Instruments","Credit Card","U.S. Currency","1"
"2016 May","California","Solano County, CA","Depository Institution","Transaction Out of Pattern for Customer(s)","Credit Card","U.S. Currency","1"
"2016 May","California","Solano County, CA","Depository Institution","Transaction with No Apparent Economic, Business, or Lawful Purpose","Credit Card","U.S. Currency","1"
"2016 May","California","Solano County, CA","Depository Institution","Two or More Individuals Working Together","Credit Card","U.S. Currency","2"
"2016 May","California","Solano County, CA","Depository Institution","[Total]","Credit Card","U.S. Currency","13"
"2016 May","California","Solano County, CA","Money Services Business (MSB)","Alters or Cancels Transaction to Avoid BSA Recordkeeping Requirement","Credit Card","U.S. Currency","1"
"2016 May","California","Solano County, CA","Money Services Business (MSB)","Changes Spelling or Arrangement of Name","Credit Card","U.S. Currency","1"
"2016 May","California","Solano County, CA","Money Services Business (MSB)","Provided Questionable or False Documentation","Credit Card","U.S. Currency","3"
"2016 May","California","Solano County, CA","Money Services Business (MSB)","Suspicious use of multiple transaction locations","Credit Card","U.S. Currency","5"
"2016 May","California","Solano County, CA","Money Services Business (MSB)","Transaction(s) Below BSA Recordkeeping Threshold","Credit Card","U.S. Currency","8"
"2016 May","California","Solano County, CA","Money Services Business (MSB)","Two or More Individuals Working Together","Credit Card","U.S. Currency","11"
"2016 May","California","Solano County, CA","Money Services Business (MSB)","[Total]","Credit Card","U.S. Currency","29"
"2016 May","California","Solano County, CA","[Total]","[Total]","Credit Card","U.S. Currency","42"
"2016 May","California","Sonoma County, CA","Depository Institution","Credit/Debit Card","Credit Card","U.S. Currency","1"
